	gene	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7
24622	RP11.613D13.5	0	0	0.0017709334	0	0	0	0
24623	RP11.613D13.8	0	0	0	0	0	0	0
24624	RP11.613M10.6	0	0	0	0	0	0	0
24625	RP11.613M10.8	0	0	0	0	0	0	0
24626	RP11.613M10.9	0	0	0	0	0	0	0
24627	RP11.614F17.2	0	0	0	0	0	0	0
24628	RP11.614O9.1	0	0	0	0	0	0	0
24629	RP11.615I2.1	0	0	0	0	0	0	0
24630	RP11.615I2.2	0	0	0	0	0	0	0
24631	RP11.615J4.3	0	0	0	0	0	0	0
24632	RP11.616K22.2	0	0	0	0	0	0	0
24633	RP11.616L12.1	0	0	0	0	0	0	0
24634	RP11.616M22.1	0	0	0	0	0	0	0
24635	RP11.616M22.2	0	0	0	0	0	0	0
24636	RP11.616M22.3	0	0	0	0	0	0	0
24637	RP11.616M22.7	0	0	0	0	0	0	0
24638	RP11.617B3.2	0	0	0	0	0	0	0
24639	RP11.617D20.1	0.0025263156	0.0035255627	0.0104560209	0.0041653967	0.004407407	0.0030437229	0.0028407116
24640	RP11.617D20.2	0	0	0	0	0	0	0
24641	RP11.617F23.1	0	0	0	0.0018942412	0	0.0039836677	0
24642	RP11.617I14.1	0	0	0	0	0	0	0
24643	RP11.618K13.2	0	0	0	0	0	0	0
24644	RP11.618M23.2	0	0	0	0	0	0	0
24645	RP11.618M23.4	0	0	0	0	0	0	0
24646	RP11.618P17.4	0	0	0	0	0	0	0
24647	RP11.619A14.2	0	0	0	0	0	0	0
24648	RP11.619A14.3	0	0	0	0	0	0	0
24649	RP11.619F23.2	0	0	0	0	0	0	0
24650	RP11.619J20.1	0	0	0	0	0	0	0
24651	RP11.619L12.3	0	0	0	0	0	0	0
24652	RP11.619L12.4	0	0	0	0	0	0	0
24653	RP11.619L19.1	0	0	0	0	0	0	0
24654	RP11.619L19.2	0	0	0	0	0	0	0
24655	RP11.61A14.1	0	0	0	0	0.0039615449	0.0042276204	0
24656	RP11.61A14.2	0	0	0	0	0	0	0
24657	RP11.61A14.3	0.0031917332	0	0	0	0	0	0
24658	RP11.61A14.4	0	0	0	0	0	0	0
24659	RP11.61D3.1	0	0	0	0	0	0	0
24660	RP11.61E11.1	0	0	0	0	0	0	0
24661	RP11.61E11.2	0	0	0	0	0	0	0
24662	RP11.61F12.1	0	0	0	0	0.0037057163	0	0.0016389919
24663	RP11.61G19.1	0	0	0	0	0	0	0
24664	RP11.61G23.2	0	0	0	0	0	0	0
24665	RP11.61I13.3	0	0	0	0	0	0	0
24666	RP11.61J19.2	0	0	0	0	0	0	0
24667	RP11.61J19.3	0	0	0	0	0	0	0
24668	RP11.61J19.4	0	0.0068042306	0	0.0074736356	0	0.0040953351	0.0045728456
24669	RP11.61K9.2	0	0	0	0	0	0	0
24670	RP11.61L14.6	0	0	0	0	0	0	0
24671	RP11.61L19.2	0	0	0	0	0	0	0
24672	RP11.61O1.1	0	0	0	0.002153025	0	0	0
24673	RP11.61O1.2	0.0013051094	0	0	0	0	0	0
24674	RP11.620J15.1	0	0	0	0	0	0	0
24675	RP11.620J15.2	0	0	0	0	0	0	0
24676	RP11.620J15.3	0.0170990355	0.0318703785	0.0167892288	0.0039002439	0.0344374089	0.0113012279	0.0106420955
24677	RP11.621L6.2	0	0	0	0	0	0	0
24678	RP11.621L6.3	0	0	0	0	0	0	0
24679	RP11.622A1.2	0	0	0	0	0	0	0
24680	RP11.622J8.1	0	0	0	0	0	0	0
24681	RP11.622O11.4	0	0	0	0	0	0	0
24682	RP11.624A4.1	0	0	0	0	0	0	0
24683	RP11.624C23.1	0	0	0.0024002338	0	0.0042804581	0	0.0019313412
24684	RP11.624D11.2	0	0	0	0	0	0	0
24685	RP11.624G17.3	0	0	0	0	0	0	0
24686	RP11.624J12.1	0	0	0	0	0	0	0
24687	RP11.624L4.1	0	0	0	0	0	0	0.0041049843
24688	RP11.624L4.2	0	0	0	0	0	0	0
24689	RP11.624M8.1	0	0	0	0	0	0	0
24690	RP11.625H11.1	0	0	0	0	0	0	0
24691	RP11.625H11.2	0	0	0	0	0	0	0
24692	RP11.625I7.1	0	0	0	0	0	0	0
24693	RP11.625L16.1	0	0	0	0	0	0	0
24694	RP11.625L16.3	0	0	0	0	0	0	0
24695	RP11.626E13.1	0	0	0	0	0	0	0
24696	RP11.626G11.1	0	0	0	0	0	0	0
24697	RP11.626G11.3	0	0	0	0	0	0	0
24698	RP11.626G11.4	0	0	0	0	0	0	0
24699	RP11.626G11.5	0	0	0	0.0022994545	0	0	0
24700	RP11.626H12.1	0	0	0	0	0	0	0
24701	RP11.626H12.2	0	0	0	0	0	0	0
24702	RP11.626H12.3	0	0	0	0	0	0	0
24703	RP11.626I20.3	0	0	0	0	0	0	0
24704	RP11.626K17.3	0	0	0	0	0	0	0
24705	RP11.626P14.1	0	0	0	0	0	0	0
24706	RP11.626P14.2	0	0	0	0	0	0	0
24707	RP11.627D16.1	0	0	0	0	0	0	0
24708	RP11.627G18.1	0	0	0	0	0	0	0
24709	RP11.627G18.2	0	0	0	0	0	0	0
24710	RP11.627G18.4	0	0	0	0	0	0	0
24711	RP11.627J17.1	0	0	0	0	0	0	0
24712	RP11.628E19.2	0	0	0	0	0	0	0
24713	RP11.628O18.1	0	0	0	0	0	0	0
24714	RP11.629E24.2	0	0	0	0	0	0	0
24715	RP11.629G13.1	0	0	0	0	0	0	0
24716	RP11.629N8.3	0	0	0	0	0	0	0
24717	RP11.629O1.2	0.0027069925	0.0082311869	0.0015145516	0.0184457881	0.0051063791	0.0081418566	0.0072886795
24718	RP11.62C3.6	0	0	0	0	0	0	0
24719	RP11.62C7.2	0	0	0	0	0	0	0
24720	RP11.62F24.1	0	0	0	0	0	0	0
24721	RP11.62F24.2	0	0	0	0	0	0	0
24722	RP11.62G11.2	0	0	0	0	0	0	0
24723	RP11.62H20.1	0	0	0	0	0	0	0
24724	RP11.62I21.1	0	0	0	0	0	0	0
24725	RP11.62J1.4	0	0	0	0	0	0	0
24726	RP11.62L18.3	0	0	0	0	0	0	0
24727	RP11.62N21.1	0	0	0	0	0	0	0
24728	RP11.630C16.1	0	0	0	0	0	0	0
24729	RP11.630C16.2	0	0	0	0	0	0	0
24730	RP11.630D6.5	0	0	0	0	0	0	0.0035947417
24731	RP11.631F7.1	0	0	0	0	0	0	0
24732	RP11.631F7.2	0	0	0	0	0	0	0
24733	RP11.631N16.2	0.0011072113	0.0018006423	0	0	0	0	0
24734	RP11.632B21.1	0	0	0	0	0	0	0
24735	RP11.632F7.3	0	0	0	0	0	0	0
24736	RP11.632K5.3	0	0	0	0	0	0	0
24737	RP11.634B22.4	0	0	0	0	0	0	0
24738	RP11.634B7.4	0	0	0	0	0	0	0
24739	RP11.634H22.1	0.0047341688	0	0.0151686917	0.0054982845	0	0.0039264025	0.0098088467
24740	RP11.635L1.3	0	0	0	0	0	0	0
24741	RP11.635N19.1	0.0101165194	0.0146900168	0.0113018765	0.0032856074	0.0119113692	0.0076148412	0.0072385396
24742	RP11.636O21.1	0	0	0	0	0	0	0
24743	RP11.637A17.2	0.0081236312	0.0122887202	0.0109015639	0	0	0.0023555471	0
24744	RP11.637O11.2	0	0	0	0	0	0	0
24745	RP11.637O19.2	0	0	0	0	0	0	0
24746	RP11.637O19.3	0	0	0	0	0	0	0
24747	RP11.638F5.1	0	0	0	0	0	0	0
24748	RP11.638I2.4	0	0	0	0	0	0.0035135593	0
24749	RP11.638I2.6	0	0	0	0	0	0	0
24750	RP11.638I2.8	0	0	0	0	0	0	0
24751	RP11.638I2.9	0	0	0	0	0	0	0
24752	RP11.638I8.1	0	0.0039476173	0	0	0	0	0.0019330068
24753	RP11.638L3.1	0	0	0	0	0	0	0
24754	RP11.638L3.3	0	0	0	0	0	0	0
24755	RP11.639B1.1	0	0	0	0	0	0	0
24756	RP11.63A1.1	0	0	0	0	0	0	0
24757	RP11.63A1.2	0	0	0	0	0	0	0
24758	RP11.63A11.1	0	0	0	0	0	0	0
24759	RP11.63A2.2	0	0	0	0	0	0	0
24760	RP11.63B13.1	0	0	0	0	0	0	0
24761	RP11.63B19.1	0	0	0	0	0	0	0
24762	RP11.63C8.1	0	0	0	0	0	0	0
24763	RP11.63D14.1	0	0	0	0	0	0	0
24764	RP11.63E9.1	0	0	0	0	0	0	0
24765	RP11.63G10.2	0	0	0	0	0	0	0
24766	RP11.63G10.3	0	0	0	0	0	0	0
24767	RP11.63K6.7	0	0	0	0	0	0	0
24768	RP11.63L7.5	0.0010824072	0	0	0	0	0	0.0015510875
24769	RP11.63M22.1	0	0	0	0	0	0	0
24770	RP11.63M22.2	0	0	0	0.0025262035	0	0	0
24771	RP11.63N3.1	0	0	0	0	0	0	0
24772	RP11.63N8.3	0	0	0	0	0	0	0
24773	RP11.63P12.6	0.0023084449	0.0170212397	0.0045625589	0.0555402352	0.0190454163	0	0.0198368543
24774	RP11.63P12.7	0	0	0	0	0	0	0
24775	RP11.640A1.3	0	0	0	0	0	0	0
24776	RP11.640I15.1	0	0	0	0	0	0	0
24777	RP11.640M9.1	0.0177722601	0.0143665645	0.020847987	0.0078563242	0.0202450931	0.0247037755	0.0148528929
24778	RP11.640N11.2	0	0	0	0	0	0	0
24779	RP11.641A6.2	0.0030554756	0	0.0039033953	0	0	0	0.0019967229
24780	RP11.641A6.3	0	0	0	0	0	0	0
24781	RP11.641D5.2	0	0	0	0	0	0	0
24782	RP11.642C5.1	0	0	0	0	0	0	0
24783	RP11.642D21.2	0	0	0	0	0	0	0
24784	RP11.642M2.1	0	0	0	0	0	0	0
24785	RP11.643A5.2	0	0	0	0	0	0	0
24786	RP11.643G5.6	0	0	0	0	0	0	0
24787	RP11.643M14.1	0.0007076629	0	0.0044418908	0	0.0031176655	0.009620588	0
24788	RP11.644C3.1	0	0	0	0	0	0	0
24789	RP11.644F5.10	0	0	0	0	0.0051933156	0	0
24790	RP11.644F5.11	0.001094405	0.0030401749	0.00564578	0.0050024437	0.0203693645	0	0.0057702359
24791	RP11.644F5.16	0	0	0.003955573	0.0030351359	0	0	0.0091328406
24792	RP11.644K8.1	0	0	0	0	0	0	0
24793	RP11.644L4.1	0	0	0	0	0	0	0
24794	RP11.644N4.1	0	0	0	0.0017724232	0	0	0
24795	RP11.645C24.5	0	0	0	0	0	0	0
24796	RP11.645N11.3	0	0	0	0	0	0	0
24797	RP11.646E18.2	0	0	0	0	0	0	0
24798	RP11.646E18.4	0	0	0	0	0	0	0
24799	RP11.646I6.5	0	0.003301979	0	0	0	0	0.0030556529
24800	RP11.646I6.6	0	0	0	0	0	0	0
24801	RP11.646J21.2	0	0	0	0	0	0	0
24802	RP11.646J21.3	0	0	0	0	0	0	0
24803	RP11.646J21.4	0	0	0	0	0	0	0
24804	RP11.646J21.5	0	0	0	0	0	0	0
24805	RP11.646J21.6	0	0	0	0	0	0	0
24806	RP11.647F2.2	0	0	0	0	0	0	0
24807	RP11.647K16.1	0.0010601729	0	0	0.0117481221	0	0.0044523345	0
24808	RP11.647P12.1	0	0	0	0	0	0	0
24809	RP11.648F7.1	0	0	0	0	0	0	0
24810	RP11.648K4.2	0	0	0	0	0	0	0
24811	RP11.648L3.2	0	0	0	0	0	0	0
24812	RP11.649A16.1	0	0	0	0	0	0	0
24813	RP11.649A18.12	0.0011066717	0	0	0	0	0	0
24814	RP11.649A18.7	0	0	0	0	0	0.0045196	0
24815	RP11.649E7.5	0.0098225264	0.0089682511	0	0.0027022865	0.0044377797	0.0089189672	0
24816	RP11.649G15.2	0	0	0	0	0	0	0
24817	RP11.64B16.3	0	0	0	0	0	0	0
24818	RP11.64B16.4	0	0	0	0	0	0	0
24819	RP11.64B16.5	0	0	0	0	0	0	0
24820	RP11.64C1.1	0	0	0	0	0	0	0
24821	RP11.64C12.4	0	0	0	0	0	0	0
24822	RP11.64C12.6	0	0	0	0	0	0	0
24823	RP11.64C12.8	0	0	0	0	0	0	0
24824	RP11.64D22.5	0	0	0	0	0	0	0
24825	RP11.64D24.2	0	0	0	0	0	0	0
24826	RP11.64D24.4	0	0	0	0	0	0	0
24827	RP11.64I17.1	0	0	0	0	0	0	0
24828	RP11.64K12.4	0	0	0	0	0	0	0
24829	RP11.64K12.8	0	0	0	0	0	0	0
24830	RP11.64K12.9	0	0	0	0	0	0	0
24831	RP11.64P14.7	0	0	0	0	0	0	0
24832	RP11.650J17.1	0	0	0	0	0	0	0
24833	RP11.650J17.2	0	0	0	0	0	0	0
24834	RP11.650K20.2	0	0	0	0	0	0	0
24835	RP11.650K20.3	0	0	0	0	0	0	0
24836	RP11.650L12.1	0	0	0	0	0	0	0
24837	RP11.650L12.2	0	0	0	0	0	0	0
24838	RP11.650P15.1	0	0	0	0	0	0	0
24839	RP11.651P23.5	0	0	0	0.0039940388	0	0	0
24840	RP11.653B10.1	0	0	0	0	0	0	0
24841	RP11.653G8.2	0	0	0	0	0	0	0
24842	RP11.653J6.1	0	0	0	0	0	0	0
24843	RP11.654A16.1	0	0	0	0	0	0	0
24844	RP11.654A16.3	0	0	0	0	0	0	0
24845	RP11.654C22.2	0	0	0	0	0	0	0
24846	RP11.654D12.2	0	0	0	0	0	0	0
24847	RP11.654D12.3	0	0	0	0	0	0	0
24848	RP11.655C2.3	0	0	0	0	0	0	0
24849	RP11.655G22.1	0	0	0	0	0	0	0
24850	RP11.655H13.2	0	0	0	0	0	0	0
24851	RP11.655M14.12	0	0	0	0	0	0	0
24852	RP11.655M14.13	0	0	0	0	0	0	0
24853	RP11.656A15.1	0	0	0	0	0	0	0
24854	RP11.656D10.3	0	0.0042458065	0	0	0.0075161598	0	0
24855	RP11.656D10.5	0	0	0	0	0	0	0
24856	RP11.656D10.6	0	0	0	0	0	0	0
24857	RP11.656E20.5	0.0011895706	0	0	0.0015708591	0	0	0.0048618686
24858	RP11.658F2.8	0.0081170518	0.0155329572	0	0.0062463145	0	0.0016593354	0.0019455915
24859	RP11.659E9.2	0.0011281124	0	0	0	0	0	0
24860	RP11.659E9.4	0	0	0	0	0	0	0
24861	RP11.659F24.1	0	0	0	0	0	0	0
24862	RP11.659O3.1	0	0	0	0	0	0	0
24863	RP11.659P15.1	0	0	0	0	0	0	0
24864	RP11.65D17.1	0	0	0	0	0	0	0
24865	RP11.65D24.2	0	0	0	0	0	0	0
24866	RP11.65G9.1	0	0	0	0	0	0	0
24867	RP11.65I12.1	0.0141400978	0.0063426121	0.0136651801	0.0058982565	0.0298812554	0	0.0184954915
24868	RP11.65J21.1	0	0	0	0	0	0	0
24869	RP11.65J21.3	0	0.0012884513	0	0	0	0	0
24870	RP11.65J21.4	0	0	0	0	0	0	0
24871	RP11.65J3.1	0	0	0	0.0493113135	0	0	0.0693576588
24872	RP11.65J3.14	0	0	0	0	0	0	0
24873	RP11.65J3.15	0	0	0	0	0	0	0
24874	RP11.65J3.2	0	0	0	0	0	0	0
24875	RP11.65J3.3	0	0	0	0	0	0	0
24876	RP11.65L19.4	0	0	0	0	0	0	0
24877	RP11.65L3.1	0	0	0	0	0	0	0
24878	RP11.65L3.2	0	0	0	0	0	0	0
24879	RP11.65L3.4	0	0.0037529321	0	0	0	0	0.0033106668
24880	RP11.65M17.1	0	0	0	0	0	0	0
24881	RP11.65M17.3	0	0	0.0026556433	0	0	0	0
24882	RP11.65N13.8	0	0.0098533158	0	0	0	0	0
24883	RP11.660L16.2	0.1072969163	0.0473400531	0.0966204386	0.0187754879	0.0810386927	0.1643213341	0.018430242
24884	RP11.660M5.1	0	0	0	0	0	0	0
24885	RP11.661A12.12	0.0013405492	0	0.0074004358	0	0	0	0
24886	RP11.661A12.14	0.0013638981	0.0029390164	0	0	0	0.0078430012	0
24887	RP11.661A12.5	0.0007514528	0	0	0.0025262035	0	0	0.0119169036
24888	RP11.661A12.7	0.0162616553	0.0058192818	0.032425305	0.0069274838	0.0121518077	0.00827198	0.0118289337
24889	RP11.661A12.9	0	0	0	0	0	0	0
24890	RP11.661C8.2	0	0	0	0	0	0	0
24891	RP11.661C8.3	0	0	0	0	0	0	0
24892	RP11.661D19.3	0	0	0	0	0	0	0
24893	RP11.661G16.1	0	0	0	0	0	0	0
24894	RP11.661G16.2	0	0	0	0	0	0	0
24895	RP11.661O13.1	0	0	0	0	0	0	0
24896	RP11.661P17.1	0	0	0.0035509744	0	0	0.0094612108	0
24897	RP11.662B19.2	0	0	0	0	0	0	0
24898	RP11.662G23.1	0	0	0	0	0	0	0
24899	RP11.662I13.2	0	0	0	0	0	0	0
24900	RP11.662J14.1	0	0	0	0	0	0	0
24901	RP11.662J14.2	0	0	0	0	0	0	0
24902	RP11.662M24.1	0	0	0	0	0	0	0
24903	RP11.662M24.2	0	0	0	0	0	0	0
24904	RP11.663N22.1	0	0	0	0	0	0	0
24905	RP11.663P9.1	0	0	0	0	0	0	0
24906	RP11.664D1.1	0.1391633854	0.0046974022	0.1009845532	0.0030084431	0.0078245312	0.0638313062	0.0033066603
24907	RP11.664D7.4	0	0	0	0	0	0	0
24908	RP11.664H17.1	0	0	0	0	0	0	0
24909	RP11.664I21.5	0	0	0	0	0	0	0
24910	RP11.664I21.6	0	0	0	0	0	0	0
24911	RP11.665C14.2	0	0	0	0	0	0	0
24912	RP11.665C16.5	0	0	0	0	0	0	0
24913	RP11.665C16.6	0	0	0	0.0023392279	0	0	0.002890163
24914	RP11.665G4.1	0	0	0	0	0	0	0
24915	RP11.665I14.1	0	0	0	0	0	0	0
24916	RP11.665J16.1	0	0	0	0	0	0	0
24917	RP11.665N17.4	0.0011066717	0	0	0	0	0.0038259708	0
24918	RP11.666A1.5	0	0	0.0023529743	0	0	0.0076612995	0
24919	RP11.666A20.4	0.0012651199	0	0.0067956748	0	0	0	0
24920	RP11.666A8.8	0	0	0	0	0	0	0
24921	RP11.666A8.9	0	0	0	0	0	0	0
24922	RP11.666E17.1	0	0	0	0	0	0	0
24923	RP11.666F17.1	0	0	0	0	0	0	0
24924	RP11.666I19.2	0	0	0	0	0	0	0
24925	RP11.667F9.2	0	0	0	0	0	0	0
24926	RP11.667K14.3	0	0	0	0	0	0	0
24927	RP11.667K14.4	0	0	0	0.0031400218	0	0.0043266143	0
24928	RP11.667K14.5	0	0	0	0	0	0	0
24929	RP11.667M19.10	0	0	0	0	0	0	0
24930	RP11.667M19.2	0	0	0	0	0	0	0
24931	RP11.669C19.1	0	0	0	0	0	0	0
24932	RP11.669E14.4	0	0	0	0	0	0	0
24933	RP11.669E14.6	0	0	0	0	0	0	0
24934	RP11.669I1.1	0	0	0	0	0	0	0
24935	RP11.669M16.1	0	0	0	0.0018368037	0	0	0
24936	RP11.669M16.2	0	0	0	0	0	0	0
24937	RP11.669M2.1	0	0	0	0	0	0	0
24938	RP11.669N7.2	0	0	0	0	0	0	0
24939	RP11.669N7.3	0	0	0	0	0	0	0
24940	RP11.66A2.1	0	0	0	0	0	0	0
24941	RP11.66A2.2	0	0	0	0	0	0	0
24942	RP11.66B24.1	0	0	0	0	0	0	0
24943	RP11.66B24.2	0.0055379537	0.0027267721	0	0	0	0	0
24944	RP11.66B24.4	0	0	0	0.001608664	0	0	0.0019396983
24945	RP11.66B24.5	0	0	0	0	0	0	0
24946	RP11.66B24.7	0	0	0	0	0	0	0
24947	RP11.66B24.8	0	0	0	0	0	0	0
24948	RP11.66D17.3	0	0	0	0	0.0040558014	0	0
24949	RP11.66D17.5	0	0	0	0	0	0	0
24950	RP11.66H6.3	0	0	0	0	0.0041606175	0.0028336689	0
24951	RP11.66N11.7	0	0	0	0	0	0	0
24952	RP11.66N11.8	0.0122999174	0.0039476173	0.0078580241	0.0054220589	0.0094371769	0	0.0098174996
24953	RP11.66N24.3	0.0039539896	0	0.0177038643	0.0062159579	0.0085238842	0.0179969425	0.005412463
24954	RP11.66N24.4	0.0357060383	0.057682383	0.0308231363	0.0087887479	0.0636123	0.0277012794	0.0196148415
24955	RP11.670E13.2	0.0019212297	0	0	0	0	0	0
24956	RP11.670E13.5	0	0	0	0	0	0	0
24957	RP11.670N15.1	0	0	0	0	0	0	0
24958	RP11.671C19.2	0	0	0	0	0	0	0
24959	RP11.671J11.4	0	0	0	0	0	0	0
24960	RP11.671J11.6	0	0	0	0	0	0	0
24961	RP11.671P2.1	0	0	0	0	0	0	0
24962	RP11.672A2.1	0	0	0	0	0	0	0
24963	RP11.672A2.3	0	0	0	0	0	0	0
24964	RP11.672A2.4	0	0	0	0	0	0	0
24965	RP11.672A2.5	0	0	0	0	0	0	0
24966	RP11.672A2.6	0	0	0	0.0133811804	0	0	0
24967	RP11.672F9.1	0	0	0	0	0	0	0
24968	RP11.672L10.1	0	0	0	0	0	0	0
24969	RP11.672L10.3	0	0	0	0	0	0	0
24970	RP11.672L10.6	0.0036829254	0	0.0030402178	0.0014002698	0.0156300232	0.0040452312	0
24971	RP11.673C5.2	0	0	0	0	0	0	0
24972	RP11.673E1.1	0	0	0	0	0	0	0
24973	RP11.673E1.4	0	0	0	0	0	0	0
24974	RP11.673E11.2	0	0	0	0	0	0	0
24975	RP11.673F18.1	0	0	0	0	0	0	0
24976	RP11.673P17.2	0	0	0	0	0	0	0
24977	RP11.673P17.4	0	0	0	0	0	0	0
24978	RP11.674C21.9	0	0	0	0	0	0	0
24979	RP11.674N23.1	0	0	0	0	0	0	0
24980	RP11.674P19.2	0	0	0	0	0	0	0
24981	RP11.675F6.3	0	0	0	0	0	0	0
24982	RP11.675F6.4	0	0	0	0	0	0	0
24983	RP11.675M1.2	0	0	0	0	0	0	0
24984	RP11.675P14.1	0	0	0	0	0	0	0
24985	RP11.676F20.1	0	0	0	0	0	0	0
24986	RP11.676J12.4	0.0016174432	0	0.0031009008	0	0	0	0
24987	RP11.676J12.6	0	0	0	0	0	0	0
24988	RP11.676J12.7	0	0	0	0	0	0	0
24989	RP11.676J12.8	0	0	0	0	0	0	0
24990	RP11.676J15.1	0.0009058198	0.0058467666	0	0	0	0	0
24991	RP11.677I18.3	0	0	0.0029051918	0	0	0	0
24992	RP11.677I18.4	0	0	0	0	0	0	0
24993	RP11.677M14.2	0.0042871498	0.0171724829	0	0	0	0	0
24994	RP11.677M14.3	0	0	0	0	0	0	0
24995	RP11.677M14.7	0	0	0.0039132275	0	0	0	0.0045115894
24996	RP11.677O4.2	0	0	0	0	0	0	0
24997	RP11.677O4.6	0	0	0	0	0	0	0
24998	RP11.678G14.2	0	0	0	0	0	0	0
24999	RP11.678G14.3	0	0	0	0	0	0	0
25000	RP11.678G14.4	0	0	0	0	0	0	0
25001	RP11.678G15.2	0	0	0	0	0	0	0
25002	RP11.679B17.2	0	0	0	0	0	0	0
25003	RP11.679B19.2	0	0	0	0	0	0	0
25004	RP11.679C8.2	0	0	0	0	0	0	0
25005	RP11.67C2.2	0	0	0	0	0	0	0
25006	RP11.67H2.1	0	0	0	0	0	0	0
25007	RP11.67H24.2	0	0	0	0	0	0	0
25008	RP11.67K19.3	0	0	0	0	0	0	0
25009	RP11.67L2.2	0	0.0042496675	0	0.0060442437	0.0097203464	0	0.010439685
25010	RP11.67L3.2	0	0	0	0	0	0	0
25011	RP11.67L3.4	0	0	0	0	0	0	0
25012	RP11.67L3.5	0	0	0	0	0	0	0
25013	RP11.67M1.1	0	0	0	0	0	0	0
25014	RP11.67M9.1	0	0	0	0	0	0	0
25015	RP11.680A11.5	0.0011958348	0	0	0.0066918821	0	0.0109397902	0.01166831
25016	RP11.680B3.2	0	0	0	0	0	0	0
25017	RP11.680C21.1	0	0	0	0	0	0	0
25018	RP11.680F20.10	0	0	0	0	0	0	0
25019	RP11.680F20.11	0	0	0	0	0	0	0
25020	RP11.680F20.12	0	0	0	0	0	0	0
25021	RP11.680F20.4	0	0	0	0	0	0	0
25022	RP11.680F20.5	0	0	0	0	0	0	0
25023	RP11.680F20.6	0	0	0	0	0	0	0
25024	RP11.680F20.9	0	0	0	0	0	0	0
25025	RP11.680F8.1	0	0	0	0	0.0034809251	0	0
25026	RP11.680F8.3	0	0	0	0	0	0	0
25027	RP11.680G10.1	0	0	0	0	0	0	0
25028	RP11.680G24.5	0.001108292	0.0077260172	0.0018791065	0	0.0016784652	0	0
25029	RP11.680H20.2	0	0	0	0	0	0	0
25030	RP11.680N20.1	0	0	0	0	0	0	0
25031	RP11.682N22.1	0.0021443723	0	0	0	0	0	0
25032	RP11.683L23.1	0	0	0	0	0	0	0
25033	RP11.684B21.1	0	0	0	0	0	0	0
25034	RP11.685A21.1	0	0	0	0	0	0	0
25035	RP11.685F15.1	0	0	0	0	0	0	0
25036	RP11.685G9.2	0	0	0	0	0	0	0
25037	RP11.685G9.4	0	0	0	0	0	0	0
25038	RP11.685M7.3	0	0	0	0	0	0	0
25039	RP11.685M7.5	0	0	0	0	0	0	0
25040	RP11.685N10.1	0	0	0	0	0	0	0
25041	RP11.685N3.1	0	0	0	0	0	0	0
25042	RP11.686D16.1	0	0	0	0	0	0	0
25043	RP11.686D22.4	0	0	0	0.0058330276	0	0	0
25044	RP11.686D22.5	0	0	0	0	0.0056160274	0	0
25045	RP11.686D22.9	0	0	0	0	0	0	0
25046	RP11.686F15.2	0	0.0029147699	0	0	0	0	0
25047	RP11.686F15.3	0	0	0	0	0	0	0
25048	RP11.686G23.2	0	0	0	0	0	0	0
25049	RP11.686G8.2	0	0	0	0	0	0	0
25050	RP11.686O6.1	0	0	0	0	0	0	0
25051	RP11.686O6.2	0.0056635976	0.0108924827	0.0016754395	0.0066490757	0.0051063791	0.0038051145	0.0109993072
25052	RP11.687D19.1	0	0	0	0	0	0	0
25053	RP11.687F6.1	0	0	0	0	0	0	0.0016383929
25054	RP11.687M24.4	0	0	0	0	0	0	0
25055	RP11.687M24.5	0	0	0	0	0	0	0
25056	RP11.687M24.8	0	0	0	0	0	0	0
25057	RP11.688G15.3	0	0	0	0	0	0	0
25058	RP11.688I9.2	0	0	0	0	0	0	0
25059	RP11.688I9.4	0	0	0	0	0	0	0
25060	RP11.689B22.2	0	0.0040710819	0	0	0.004064334	0	0
25061	RP11.689C9.1	0	0	0	0	0	0	0
25062	RP11.689K5.3	0	0.0025789179	0	0	0	0	0
25063	RP11.689P11.2	0	0	0	0	0	0	0
25064	RP11.689P11.3	0	0	0	0	0	0	0
25065	RP11.68I3.2	0	0	0	0	0	0	0
25066	RP11.68I3.5	0	0	0	0	0	0	0
25067	RP11.68I3.7	0	0	0	0	0	0	0
25068	RP11.68L1.1	0	0	0	0	0	0	0
25069	RP11.68L1.2	0	0	0	0	0	0	0
25070	RP11.68L18.1	0	0	0	0	0	0	0
25071	RP11.690C23.2	0	0	0	0	0	0	0
25072	RP11.690G19.3	0.0149423779	0.0118217545	0.0116411135	0.0124180056	0.0138921621	0	0.0253179219
25073	RP11.690J15.1	0	0	0	0	0	0	0
25074	RP11.690P14.4	0	0	0	0	0	0	0
25075	RP11.691G17.1	0	0	0	0	0	0	0
25076	RP11.691H4.3	0	0	0	0	0	0	0
25077	RP11.691H4.4	0	0	0	0	0	0	0
25078	RP11.691N7.6	0	0	0	0	0	0	0
25079	RP11.692C24.1	0	0	0	0	0	0	0
25080	RP11.692C24.2	0	0	0	0	0	0	0
25081	RP11.692D12.1	0.0027699264	0	0.0051128175	0	0	0	0
25082	RP11.692N5.1	0	0	0	0	0	0	0
25083	RP11.692P14.1	0	0	0	0	0	0	0
25084	RP11.693J15.4	0	0	0	0	0	0	0
25085	RP11.693J15.5	0.0030708929	0.1641348728	0	0.005208508	0	0.0093721587	0
25086	RP11.693L9.2	0	0	0	0	0	0	0
25087	RP11.695J4.2	0	0	0	0	0	0	0
25088	RP11.696D21.2	0	0	0	0	0	0	0
25089	RP11.696F12.1	0	0	0	0	0	0	0
25090	RP11.696N14.1	0	0	0	0.0017411139	0	0	0.0025542124
