Rows	baseMean	baseSD	AvExpInCluster	AvExpInOtherClusters	foldChange	log2FoldChange	pval	padj	clusters	gene	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7
FCN1.1	1.4277581555	3.5288467964	6.3850144577	0.5817197466	10.9761005961	3.4562937039	1.89E-55	4.61E-52	7	FCN1	0.1194313282	0.125191307	0.0972100941	3.6531617317	0.1387046366	0.0923925641	6.3850144577
HNMT	0.0466205183	0.2314412468	0.2074186156	0.0191776431	10.8156468976	3.4350480522	4.58E-13	1.07E-09	7	HNMT	0.0056461377	0.0072847942	0.006153209	0.1077883979	0	0.0099452973	0.2074186156
RP11.65J3.1	0.0156528055	0.1320986576	0.0693576588	0.0064871772	10.6915005053	3.4183924381	3.65E-05	0.0776078179	7	RP11.65J3.1	0	0	0	0.0493113135	0	0	0.0693576588
CATSPER1	0.040950735	0.2419226549	0.1812735178	0.0170023134	10.6616972096	3.4143652104	1.21E-10	2.78E-07	7	CATSPER1	0.0022246626	0	0	0.0374989955	0.0835240632	0.0024181078	0.1812735178
CD33.1	0.0886903565	0.3773298031	0.3921091645	0.0369068799	10.6242837593	3.4092936795	1.34E-17	3.19E-14	7	CD33	0.0041343953	0	0.0037480128	0.2520544318	0.0143444335	0	0.3921091645
RAB31.1	0.0610973466	0.3091522621	0.2699162858	0.0254589143	10.6020344257	3.4062692252	6.06E-12	1.41E-08	7	RAB31	0	0.0169667619	0.0026454684	0.1665236956	0	0.0049427569	0.2699162858
RAB32.1	0.1089414026	0.5795360826	0.4738692454	0.0466603841	10.1557081887	3.3442189416	1.50E-09	3.41E-06	7	RAB32	0.0021288218	0.0108043911	0.011160072	0.2963792938	0.0143556461	0.0165293851	0.4738692454
C10orf11	0.0212507187	0.1664277887	0.0922800561	0.0091283785	10.1091400121	3.3375883668	2.21E-05	0.0474160427	7	C10orf11	0.0018998617	0	0	0.0573615051	0.0071372083	0	0.0922800561
NUP214.1	0.1991315758	0.5898568034	0.8628466666	0.0858575336	10.0497490427	3.3290875705	1.08E-34	2.61E-31	7	NUP214	0.0283809074	0.0478083102	0.0502102455	0.4259987102	0.0213081425	0.0317410817	0.8628466666
IGSF6.1	0.1515766918	0.7400603793	0.6510484893	0.066333505	9.8147759465	3.294955334	6.65E-11	1.53E-07	7	IGSF6	0.0074647495	0.0132709515	0.0095923385	0.4437576603	0.005987335	0.0116285814	0.6510484893
MARCO.1	0.0396309713	0.2186018927	0.1694453798	0.0174759789	9.6959020593	3.2773751259	1.62E-10	3.72E-07	7	MARCO	0.0011208738	0	0.0053129924	0.1249987544	0	0	0.1694453798
NFE2	0.0347415194	0.2385734932	0.1482756749	0.0153650235	9.6502081363	3.2705600589	1.06E-07	0.0002387827	7	NFE2	0	0	0.0030291032	0.1048794494	0.0090502501	0	0.1482756749
BLVRB.1	0.2292580751	0.642616706	0.9713654533	0.1026050825	9.4670305752	3.2429119815	1.78E-37	4.32E-34	7	BLVRB	0.0437176144	0.0574922766	0.0666928944	0.4238171923	0.0520607737	0.0668989097	0.9713654533
CLEC4A	0.0359481105	0.2227953456	0.1522128552	0.0161055941	9.4509307684	3.2404564192	3.18E-08	7.18E-05	7	CLEC4A	0.0030640522	0.0109559474	0.0031024489	0.0905689899	0.0081971925	0	0.1522128552
CSF2RA	0.0320133745	0.1990764159	0.1338698803	0.0146298641	9.1504527323	3.1938431246	1.02E-07	0.0002285175	7	CSF2RA	0.0033721698	0.010847977	0.0037011347	0.0789821321	0.007347031	0	0.1338698803
IER3	0.0406557175	0.2687386403	0.1696876855	0.0186342616	9.1062199735	3.1868523101	9.76E-07	0.0021603103	7	IER3	0.0092468212	0.0036343604	0.0150722581	0.0283790214	0.0312711944	0.0430309863	0.1696876855
TMEM176A	0.0285139193	0.1992828141	0.118725985	0.0131177268	9.0508048524	3.1780460911	1.77E-06	0.0039097668	7	TMEM176A	0.0010902018	0.0085691184	0.0054225177	0.0783709226	0.0033893218	0	0.118725985
TRIB1	0.022501195	0.1673205745	0.0931327045	0.0104467507	8.9149925569	3.1562335934	7.22E-06	0.0157122791	7	TRIB1	0.0028413992	0.0114622799	0.0134634866	0.0350460032	0.0052308125	0.0062262081	0.0931327045
GRN.1	0.4639862579	1.3452783015	1.9182882707	0.2157853811	8.8897971736	3.1521505034	1.64E-28	3.96E-25	7	GRN	0.0591398244	0.1723203766	0.0820344135	1.0289986666	0.1159229562	0.0692896847	1.9182882707
SIGLEC1	0.0221404998	0.1630142274	0.0906022788	0.0104563562	8.6648042074	3.1151671502	5.67E-06	0.0123499076	7	SIGLEC1	0.0067227585	0.0051310835	0	0.0409616935	0.0117977629	0.0037107171	0.0906022788
MTMR11.1	0.0529467134	0.2614648793	0.2128683102	0.0256534275	8.2978506571	3.0527376921	1.32E-11	3.07E-08	7	MTMR11	0.0035611802	0	0.0031448407	0.1789633025	0.0039615449	0	0.2128683102
ID1	0.0916997878	0.4402015309	0.3683992424	0.0444764143	8.283024801	3.0501577084	4.40E-13	1.03E-09	7	ID1	0.0324647843	0.0170470168	0.0183073573	0.1509041497	0.0135339008	0.0575654339	0.3683992424
NFAM1	0.0239980061	0.1752182466	0.0963588743	0.011648418	8.2722713656	3.048283513	1.45E-05	0.0311612201	7	NFAM1	0.0033008385	0.0065007655	0	0.0633862556	0.0090313359	0	0.0963588743
GAS7	0.0411691491	0.2284662058	0.1644259571	0.0201333205	8.16685737	3.029781032	3.98E-09	9.06E-06	7	GAS7	0.0033345537	0.0213561265	0.0053544213	0.0609999146	0.0478568765	0.0057949114	0.1644259571
OGFRL1	0.0192594217	0.1486828008	0.0769194688	0.0094187737	8.1666118238	3.029737655	1.49E-05	0.0321719737	7	OGFRL1	0.004103852	0.0116774643	0.010824029	0.0182411823	0.0156851106	0.0035096335	0.0769194688
G0S2.1	0.1532279188	0.9092294592	0.6113285813	0.0750454057	8.1461160126	3.0261123606	4.47E-07	0.0009941271	7	G0S2	0.02291338	0.0125195507	0.0266861933	0.4452544205	0.0244872311	0.0024340349	0.6113285813
SMCO4.1	0.1321381136	0.6553615678	0.5252799483	0.0650419071	8.0760231634	3.0136450486	9.28E-09	2.10E-05	7	SMCO4	0.0140726546	0.0219501954	0.0343161716	0.3600231898	0.0305358046	0.0105728946	0.5252799483
MNDA.1	0.1691390841	0.5919677649	0.6722448688	0.0832756969	8.072521685	3.0130194113	4.33E-25	1.04E-21	7	MNDA	0.0200398811	0.065363545	0.0166507147	0.4639985074	0.0180213453	0.0077570391	0.6722448688
TGFBI.1	0.1183753405	0.405809538	0.4695320469	0.0584445959	8.0337974691	3.0060820917	1.42E-21	3.39E-18	7	TGFBI	0.0242483898	0.0236862047	0.0076917861	0.3160404988	0.0235436578	0.0080517643	0.4695320469
PYGL	0.043503127	0.2701672184	0.1719486622	0.0215817557	7.9673157558	2.9940937521	5.05E-09	1.15E-05	7	PYGL	0.004488826	0.0178623694	0.0051343348	0.1013252723	0.0041221481	0.0229983444	0.1719486622
CLEC12A.1	0.0389513718	0.2162985618	0.1531483573	0.019461753	7.8691964393	2.9762163229	1.28E-09	2.92E-06	7	CLEC12A	0	0.0039381883	0.0031102128	0.1278375795	0.0088446458	0.0039786219	0.1531483573
TIMP2	0.0192082092	0.1414254067	0.0750788276	0.0096729569	7.7617245748	2.9563772399	7.70E-06	0.0167308384	7	TIMP2	0.0011864631	0.0121610688	0.0086647397	0.0391252792	0.0048662806	0.0044024134	0.0750788276
NLRP3	0.0265987751	0.171280831	0.1036840223	0.013442893	7.7129247825	2.9472780416	4.54E-07	0.0010099414	7	NLRP3	0.0070917892	0.0074881066	0.0118456553	0.0522483634	0	0.0128405466	0.1036840223
CEBPD.1	0.4271800378	1.0483884506	1.6625750555	0.2163392881	7.6850352538	2.942051878	3.90E-47	9.47E-44	7	CEBPD	0.0459033063	0.0674632445	0.0525360695	0.7801610134	0.3721144633	0.2645742192	1.6625750555
KCNE3	0.0256793665	0.1720813465	0.0997842859	0.0130321269	7.6567920827	2.936740082	2.33E-06	0.005111322	7	KCNE3	0.0028959914	0.006028751	0.0031835068	0.0737852562	0	0.0084191658	0.0997842859
RAB3D	0.0329655903	0.2034995257	0.1279004572	0.016763373	7.6297566771	2.9316370484	3.39E-07	0.0007557545	7	RAB3D	0.009056239	0.0062871401	0	0.0559924537	0.0163100279	0.0264496014	0.1279004572
TMEM176B.1	0.0836344125	0.4013835735	0.3235697382	0.0426854502	7.5803285824	2.9222603859	9.83E-15	2.32E-11	7	TMEM176B	0.0059963599	0.008089206	0.0051103662	0.2834503628	0.0113303017	0	0.3235697382
FPR1	0.1676700805	1.2003469445	0.6475881769	0.0857640587	7.5508107549	2.9166315596	6.88E-21	1.64E-17	7	FPR1	0.0121089688	0.0061745677	0.0076091396	0.5867973376	0.0042963234	0.0166643522	0.6475881769
RASSF4	0.0518888114	0.2694693507	0.1995335807	0.0266907708	7.4757519166	2.9022186939	8.72E-10	1.99E-06	7	RASSF4	0.0058041208	0.0239157275	0.0119759795	0.1066411254	0.0311790164	0.0116377744	0.1995335807
CD1D.1	0.0596326652	0.2811319848	0.2272173904	0.0310315388	7.3221438387	2.8722661147	7.55E-11	1.74E-07	7	CD1D	0.0047843907	0.0730695992	0	0.1316682519	0.0060349191	0	0.2272173904
SULT1A1.1	0.066717935	0.3054532245	0.2539966364	0.0347557033	7.3080563049	2.8694877493	1.76E-11	4.06E-08	7	SULT1A1	0.0163487173	0.0028113468	0.0321058484	0.1702026093	0.0042553159	0.0156661853	0.2539966364
SLC7A7.1	0.1927316343	0.586342449	0.732936517	0.1005366676	7.2902408099	2.8659664702	6.23E-26	1.50E-22	7	SLC7A7	0.014426884	0.0413201615	0.016937091	0.6414021865	0.0139480598	0.0080412871	0.732936517
MEFV	0.0272880432	0.1913636325	0.1036715523	0.0142519243	7.2742143672	2.8627914419	7.57E-06	0.0164559661	7	MEFV	0.0058125245	0.0019683106	0.011962145	0.0730233698	0.0043642622	0.0027421405	0.1036715523
SLC15A3	0.0278667897	0.2049720472	0.1058353755	0.0145601511	7.2688377431	2.8617247017	3.52E-05	0.0750529411	7	SLC15A3	0.0028078401	0.0294485761	0.0032081596	0.0658622714	0	0	0.1058353755
FES	0.0469968921	0.2332276875	0.1774231189	0.0247374827	7.1722382096	2.8424234048	1.46E-10	3.36E-07	7	FES	0.0077007041	0.0111244658	0.0129388687	0.0960043017	0.0442096138	0.0029901209	0.1774231189
FCGRT.1	0.3890161983	1.9333448178	1.4667561679	0.2050819102	7.1520504489	2.838356913	3.49E-07	0.0007783392	7	FCGRT	0.1070125512	0.1431402364	0.127358118	0.8500364641	0.0629770103	0.0909226923	1.4667561679
PID1	0.0301752397	0.1987393426	0.1135801908	0.0159407947	7.1251272688	2.8329157838	9.95E-07	0.0022024202	7	PID1	0.0025723835	0	0.0165038158	0.0954568309	0	0.0039786219	0.1135801908
SLC43A2.1	0.0409627465	0.222838771	0.1541274888	0.0216492971	7.1192837274	2.8317320986	1.23E-08	2.79E-05	7	SLC43A2	0.0018842758	0.0204236492	0	0.1246360538	0.0110536553	0	0.1541274888
ODF3B.1	0.1566903824	0.5633642893	0.5893373629	0.0828519644	7.113136873	2.8304859246	1.02E-16	2.42E-13	7	ODF3B	0.0373828403	0.0597596244	0.0275080277	0.3871273607	0.0355116508	0.0165255288	0.5893373629
MSRB1	0.1241342129	0.4143604358	0.4653088756	0.0659070704	7.0600752319	2.8196835569	1.48E-21	3.55E-18	7	MSRB1	0.0307222387	0.0335895496	0.0443207086	0.2234391021	0.0720445099	0.0492783151	0.4653088756
NCF2.1	0.2840422564	1.225501024	1.0631774116	0.1510698565	7.0376542078	2.8150946296	1.19E-19	2.85E-16	7	NCF2	0.0336171798	0.0690004524	0.0321206542	0.8855118085	0.0404546629	0.0269680516	1.0631774116
C19orf38.1	0.12507439	0.4324825186	0.4675106098	0.0666319418	7.0163137568	2.8107132639	1.30E-18	3.11E-15	7	C19orf38	0.0029971646	0.0390654243	0.0081464663	0.4393795657	0	0.0063588613	0.4675106098
TYROBP.1	3.2694613298	5.8231971029	12.1991033994	1.7454690832	6.9890114449	2.8050884092	5.58E-119	1.37E-115	7	TYROBP	0.1431833942	0.1582538893	0.1060193273	9.7089316823	2.695850546	0.2183260117	12.1991033994
PRAM1.1	0.0747125709	0.3184495066	0.2779506678	0.0400266023	6.9441484277	2.795797785	9.65E-13	2.25E-09	7	PRAM1	0.0101842956	0.0138408946	0.0130944575	0.2183538499	0.0233452777	0.0085039273	0.2779506678
CPVL.1	0.1621466786	0.5562737701	0.5963193584	0.0880478746	6.7726718104	2.7597250875	2.02E-19	4.81E-16	7	CPVL	0.0124067612	0.0226797309	0.0159773879	0.5623833793	0.0202425696	0.0142612651	0.5963193584
OSM	0.0496737363	0.2917322002	0.1823502093	0.0270302849	6.7461445447	2.7540632303	4.11E-07	0.0009141401	7	OSM	0.0315532508	0.0029959809	0.0251958839	0.040822265	0.0285690418	0.0303303649	0.1823502093
C5AR1.1	0.1379549586	0.739718954	0.5013506702	0.0759354239	6.6023292497	2.7229750857	2.32E-06	0.0050863937	7	C5AR1	0.0174174302	0.0094755979	0.0224788368	0.4601841479	0.0206347371	0.0211135807	0.5013506702
CFD.1	0.6066683518	1.4731189474	2.2008772106	0.3345900399	6.5778324169	2.7176122532	9.98E-46	2.43E-42	7	CFD	0.0397768293	0.021809772	0.0263986114	2.2861114936	0.063500935	0.0446195521	2.2008772106
LGALS3.1	0.5402368282	1.9537494943	1.9541478775	0.2989293425	6.5371564443	2.7086632235	9.75E-13	2.27E-09	7	LGALS3	0.1026392821	0.0581081738	0.2007623541	1.4109869897	0.0960981191	0.2655632769	1.9541478775
TNFSF13B	0.2631724891	1.2365804675	0.9501949444	0.1459206567	6.5117233267	2.703039403	3.04E-13	7.13E-10	7	TNFSF13B	0.0435904758	0.0390268698	0.0770526361	0.8130546913	0.0448238442	0.0232777216	0.9501949444
MAFB.1	0.1324133699	0.6653151308	0.4776685236	0.0734898237	6.4997913935	2.7003934165	3.54E-07	0.0007876974	7	MAFB	0.008991936	0.0069429722	0.007693232	0.4924626649	0.0150384107	0.01369956	0.4776685236
CREG1	0.0723794025	0.3075754416	0.2601062108	0.0403406939	6.4477376433	2.6887930422	8.52E-12	1.97E-08	7	CREG1	0.0339613012	0.027976696	0.0097712083	0.1264561316	0.0236531572	0.0296546623	0.2601062108
RNF130.1	0.2421014545	0.6204352651	0.8688667382	0.1351335128	6.4296910546	2.684749418	1.40E-33	3.37E-30	7	RNF130	0.0457229089	0.071465861	0.0595640795	0.6375027296	0.071368347	0.0661527813	0.8688667382
OSCAR	0.0667057563	0.4991326466	0.2390370546	0.037294548	6.4094369603	2.6801976283	2.75E-10	6.31E-07	7	OSCAR	0.0026107827	0.0013724652	0.0160419793	0.2601774109	0	0	0.2390370546
IMPA2	0.0307527828	0.1914368727	0.1095491062	0.0173048769	6.3305336781	2.6623271272	8.02E-06	0.0174060779	7	IMPA2	0.0074290306	0.0154956096	0.0146967538	0.0746066693	0	0.0064150394	0.1095491062
GSTP1.1	1.2739241186	2.5579573146	4.531623892	0.7179433572	6.3119518365	2.6580861969	4.23E-44	1.03E-40	7	GSTP1	0.3040142067	0.4837379374	0.3568077467	2.2924261316	1.1005538335	0.4099657426	4.531623892
IRAK3	0.0177689997	0.1298429115	0.0625930077	0.0101190357	6.1856692398	2.6289296917	3.81E-05	0.0809415192	7	IRAK3	0.0057623289	0.0033511955	0.0086586103	0.0418457578	0.0044377797	0.0041276242	0.0625930077
APBB3	0.0299967299	0.1895996478	0.1054287755	0.0171229941	6.1571460489	2.62226179	3.02E-06	0.0066179498	7	APBB3	0.0117947679	0.0062220863	0.0236516935	0.0393042882	0.0213207459	0.010595499	0.1054287755
LTB4R	0.0503227874	0.304657969	0.1767265767	0.0287498741	6.1470382873	2.619891471	1.24E-07	0.0002774638	7	LTB4R	0.0309313886	0.0159037802	0.0132532781	0.0314607482	0.0403914446	0.0391493067	0.1767265767
AP1S2.1	0.5698218114	1.163170156	1.994528152	0.3266719293	6.1056000634	2.6101330914	7.46E-56	1.82E-52	7	AP1S2	0.1657306831	0.2025118471	0.1748647232	1.3692266298	0.163803586	0.133341549	1.994528152
LTBR	0.0225018535	0.1617510746	0.0786623174	0.0129171343	6.0897653704	2.6063866443	1.63E-05	0.0350781382	7	LTBR	0.0032798024	0.0103915221	0.011756262	0.0571928301	0.0093456231	0	0.0786623174
ITGAM	0.048273116	0.2551949149	0.1684793287	0.0277579224	6.0695943478	2.6016000993	4.02E-09	9.14E-06	7	ITGAM	0.0027958684	0.026463251	0.0026693321	0.0374194026	0.1284531523	0.0042361726	0.1684793287
MPEG1.1	0.1301201181	0.4558459574	0.4538986321	0.0748619183	6.0631445511	2.6000662181	7.64E-16	1.81E-12	7	MPEG1	0.0159204162	0.0847178401	0.0067814963	0.3737438787	0.0221791382	0.0284524297	0.4538986321
TYMP.1	1.0703438531	2.2459109044	3.7223512168	0.6177345963	6.0258098524	2.5911551486	1.36E-48	3.31E-45	7	TYMP	0.1528249064	0.2045349851	0.2155165556	3.4434893881	0.3057146856	0.1208583266	3.7223512168
KLF4.1	0.154217254	0.5042523248	0.5357549297	0.0891014906	6.0128615793	2.588051747	3.69E-18	8.78E-15	7	KLF4	0.0221706746	0.0427134859	0.0315426007	0.4793989245	0.03728056	0.025901391	0.5357549297
GPX1.1	1.3088303052	3.6430197118	4.5452522768	0.7564809554	6.0084160009	2.5869847033	6.81E-70	1.66E-66	7	GPX1	0.3521863574	0.6109995102	0.44406597	3.1860708732	0.2230102121	0.3291232703	4.5452522768
CD302.1	0.0663078333	0.3388962647	0.2301801634	0.038340289	6.0036105532	2.5858303941	1.44E-10	3.30E-07	7	CD302	0.0074915867	0.0149151377	0.0112696838	0.2401362001	0	0.0043596419	0.2301801634
PGD	0.1338071241	0.4264046842	0.4644571718	0.0773761827	6.0025857545	2.5855841093	4.05E-19	9.65E-16	7	PGD	0.0558826792	0.0658035578	0.0694345962	0.2317182768	0.0342458382	0.0395791789	0.4644571718
CST3.1	3.6710705939	6.8385526338	12.7190669376	2.1268792179	5.9801547877	2.580182827	2.32E-125	5.70E-122	7	CST3	0.2245556403	0.2962843771	0.1817898672	14.490246895	0.3888660682	0.2087445446	12.7190669376
CD300E.1	0.0697476692	0.3216388493	0.2416082749	0.0404167925	5.9779180909	2.5796431294	5.60E-10	1.28E-06	7	CD300E	0.0073411454	0	0.0039305536	0.2586611625	0.0233814885	0.0028336689	0.2416082749
CARS2	0.0974969438	0.385994569	0.3376787265	0.0565059195	5.9759885243	2.5791773777	2.29E-12	5.33E-09	7	CARS2	0.0304021845	0.0838153755	0.0743069255	0.132209602	0.0211238179	0.0326090435	0.3376787265
CLEC7A.1	0.0734781706	0.3211885429	0.2544604689	0.042590525	5.9745792945	2.578837128	4.44E-12	1.03E-08	7	CLEC7A	0.0085636336	0.0193740406	0.0066743257	0.2538336255	0.0123424164	0.0071023426	0.2544604689
NPL	0.0381618428	0.2326348941	0.1320090729	0.0221452489	5.9610561754	2.5755679689	1.21E-05	0.0261432697	7	NPL	0.0065196701	0.0100338543	0.0096477846	0.0996811407	0.0111986349	0.0214929572	0.1320090729
SLC11A1.1	0.1046999587	0.3814008242	0.3617591113	0.06082853	5.9471947008	2.5722093078	6.47E-16	1.53E-12	7	SLC11A1	0.013042202	0.0446978461	0.0212891597	0.3342607215	0.0180113761	0.0045098665	0.3617591113
ARHGEF40.1	0.0629520178	0.3238624108	0.2167963733	0.0366959145	5.9079158096	2.5626492672	1.62E-07	0.0003617933	7	ARHGEF40	0.0038139583	0.0082456212	0.0118561579	0.2369353354	0.0050795269	0.0068602792	0.2167963733
PLAUR.1	0.1439156533	0.481277327	0.4916061162	0.084576481	5.8125629042	2.5391744242	8.16E-17	1.94E-13	7	PLAUR	0.0224154288	0.0316020468	0.0250179186	0.4675781576	0.0280263963	0.0315756832	0.4916061162
LRP1	0.0329837112	0.1871577539	0.1121439578	0.0194736958	5.7587403429	2.5257532735	6.18E-07	0.0013712354	7	LRP1	0.0079115233	0.0054320938	0.0149931468	0.0859251903	0.0052688548	0.017433228	0.1121439578
CCL3.1	0.5012371565	2.2420692438	1.7013204419	0.2964229425	5.7395032501	2.5209258781	4.71E-11	1.09E-07	7	CCL3	0.0307770195	0.0393118504	0.0558518503	0.552458915	1.4684407426	0.0540745038	1.7013204419
AGTRAP.1	0.184996765	0.5079762411	0.6258464902	0.1097584119	5.7020366761	2.5114773189	6.39E-26	1.54E-22	7	AGTRAP	0.0543997276	0.0485997957	0.0606141419	0.3386828409	0.1646187888	0.0834915543	0.6258464902
LILRB3.1	0.0449419235	0.2712112916	0.1512270705	0.0268025918	5.6422554899	2.4962719948	6.14E-07	0.0013630755	7	LILRB3	0.0064241199	0.0076039424	0.011213016	0.1616588301	0.0061722473	0	0.1512270705
LGALS1.1	2.7588589747	4.4968592123	9.2424096202	1.6523329978	5.5935514405	2.4837645655	4.09E-100	1.00E-96	7	LGALS1	0.4808077652	0.2227910764	0.7014625858	7.5729049772	2.2904159647	0.5825807061	9.2424096202
ZNF467	0.04244308	0.469784957	0.141905902	0.0254680917	5.5719094944	2.4781718242	3.56E-07	0.0007922326	7	ZNF467	0.0103380725	0.0135613082	0.0027891406	0.1452374151	0.0033156409	0	0.141905902
DENND6B	0.0363560905	0.1948503028	0.1214452081	0.0218342145	5.5621514688	2.4756430328	2.29E-07	0.0005117238	7	DENND6B	0.009604934	0.0028674577	0.0156493145	0.087629662	0.0249396682	0.0115629408	0.1214452081
BRI3.1	0.3108370366	0.7706351277	1.0311521726	0.1879032534	5.4876759939	2.4561953037	2.98E-34	7.20E-31	7	BRI3	0.0642631379	0.0442112431	0.0757110846	1.0048366041	0.0834415201	0.0565679276	1.0311521726
CTSH.1	0.2332972371	0.5877778171	0.7708962123	0.141547012	5.4462203141	2.4452553444	1.02E-29	2.47E-26	7	CTSH	0.0387016548	0.2408542574	0.0579113854	0.5271317672	0.0341901551	0.0843091541	0.7708962123
CD68.1	0.4614882036	1.1011920092	1.5215999921	0.2805624584	5.4233912863	2.4391952615	2.42E-34	5.85E-31	7	CD68	0.0311735034	0.0853269412	0.0448759327	1.8153531625	0.0527825841	0.0455862894	1.5215999921
CTNNA1	0.039894293	0.2314147151	0.1314280951	0.0242725242	5.4146859336	2.4368776601	6.81E-06	0.0148192634	7	CTNNA1	0.0062658949	0.0313840355	0.0185492339	0.0822863454	0.0170859382	0.0159582736	0.1314280951
CTSB.1	0.282071814	0.7969992656	0.9261261066	0.1721532148	5.3796619934	2.4275155304	1.72E-18	4.10E-15	7	CTSB	0.0836366345	0.0809956855	0.1208397404	0.6937417901	0.0945099844	0.1053723446	0.9261261066
ATF3.1	0.0607920312	0.2708562377	0.1995498404	0.0371106984	5.3771513076	2.4268420682	7.97E-10	1.82E-06	7	ATF3	0.0225631753	0.0246032415	0.0187473581	0.1492707677	0.0259961231	0.0026870162	0.1995498404
CFP.1	0.3764013746	0.9652046673	1.2202889795	0.23237789	5.2513127628	2.3926781237	1.42E-34	3.44E-31	7	CFP	0.051640116	0.0444668151	0.0866686942	1.4421655949	0.0290217829	0.031842624	1.2202889795
RNASE6.1	0.1383200232	0.4797903753	0.4482888521	0.0854186764	5.2481362529	2.3918051759	1.49E-16	3.54E-13	7	RNASE6	0.012997033	0.3626911308	0.0124487772	0.1300083974	0.0286604564	0.0207328644	0.4482888521
LILRA5.1	0.1610730874	0.5221686947	0.5175919524	0.1002272012	5.1641864322	2.3685410843	6.46E-19	1.54E-15	7	LILRA5	0.0046999614	0.0129481332	0.0108506265	0.695432532	0.0214681223	0.0080766284	0.5175919524
IFI30.1	0.2834103353	1.1296664565	0.9059844865	0.1771576802	5.1140006217	2.354452336	4.72E-16	1.12E-12	7	IFI30	0.0005427558	0.0528917027	0.0044844573	1.2730518987	0	0.0062828549	0.9059844865
ENTPD1	0.0514556853	0.2771510113	0.1643345948	0.0321910181	5.104982831	2.3519061091	1.36E-06	0.0030036777	7	ENTPD1	0.0134328658	0.0590210381	0.0196962632	0.0846499124	0.0249086918	0.013862178	0.1643345948
FTL.1	26.2697250846	37.4429291477	82.9988923963	16.5879471967	5.0035662287	2.3229567242	4.68E-157	1.15E-153	7	FTL	6.1771159183	9.0105018139	6.0936785596	80.0639820595	7.541513189	6.8549475456	82.9988923963
PDLIM7	0.0350934049	0.2425471236	0.1101629586	0.0222815345	4.9441369813	2.3057187148	1.35E-06	0.0029786598	7	PDLIM7	0.0069634929	0.015898007	0.0141240685	0.103926948	0	0.0169630471	0.1101629586
MEGF9	0.031454763	0.2044327629	0.0985531237	0.0200033095	4.9268409199	2.30066289	2.52E-05	0.053914547	7	MEGF9	0.0105988143	0.0223773097	0.0217898184	0.0383911237	0.0361796266	0.0038005106	0.0985531237
HEBP1	0.0661786605	0.2719129763	0.2059520636	0.0423239997	4.8660822494	2.2827607058	1.37E-10	3.14E-07	7	HEBP1	0.025660321	0.0265236302	0.0572817049	0.1292861064	0.0238417336	0.019458168	0.2059520636
LILRB4.1	0.0560330847	0.2821030857	0.1723123936	0.0361880826	4.7615784303	2.2514398962	6.93E-07	0.0015363474	7	LILRB4	0.0038384852	0.0335920201	0.0066577312	0.2111576312	0.0083391946	0	0.1723123936
CD86.1	0.0548853541	0.2667547196	0.1683491588	0.0355208647	4.7394442692	2.2447179036	1.28E-07	0.0002879823	7	CD86	0.0052130768	0.0086575252	0.0079838726	0.2152542459	0.0236728121	0	0.1683491588
CTSZ	0.1397932096	0.6293621223	0.42846131	0.0905271872	4.7329572836	2.2427419014	8.59E-15	2.02E-11	7	CTSZ	0.0101502365	0.1144752811	0.0236849873	0.4422464172	0.0336237574	0.0317626174	0.42846131
LINC00936	0.4571337816	1.7291697985	1.4006395797	0.2961087921	4.7301519482	2.2418865285	2.49E-07	0.0005559053	7	LINC00936	0.1973936377	0.3356805146	0.2612858909	0.7931411125	0.1264229306	0.2011314388	1.4006395797
CKAP4	0.0303465885	0.1793244181	0.0928782343	0.0196745209	4.7207367629	2.2390120378	1.88E-05	0.0404552961	7	CKAP4	0.0151997278	0.0170151328	0.0195003636	0.0657394849	0	0.0071697954	0.0928782343
EMILIN2	0.0285868649	0.1781958989	0.0873829005	0.0185523415	4.7100739626	2.2357497147	4.37E-05	0.0927271954	7	EMILIN2	0.0078888173	0.0076116283	0.0096525835	0.0839080323	0.0143607286	0.0048851042	0.0873829005
TKT.1	0.6736352107	1.4439395098	2.0555480078	0.43778876	4.6952964429	2.2312162469	6.33E-47	1.54E-43	7	TKT	0.2046588533	0.3273863595	0.3779894137	1.5426699843	0.3347238263	0.2015200249	2.0555480078
CEBPA.1	0.0302849366	0.1844570683	0.0919797314	0.0197556916	4.6558598422	2.2190476287	4.28E-05	0.0909640311	7	CEBPA	0.0076878509	0	0	0.1216658805	0.0087872545	0	0.0919797314
EIF4EBP1.1	0.1439441018	0.4834103315	0.4367381561	0.0939739166	4.6474401832	2.2164362965	7.50E-16	1.77E-12	7	EIF4EBP1	0.0303885862	0.1021014584	0.0521805774	0.3518498686	0.0589472648	0.0611917436	0.4367381561
GPBAR1.1	0.0812574022	0.3670101952	0.245579348	0.0532131234	4.6150147243	2.2063352508	1.35E-08	3.05E-05	7	GPBAR1	0.0086693641	0.0023081496	0.0032586289	0.3534575732	0.0201149735	0.003119287	0.245579348
APOBEC3A.1	0.2529011168	0.9703313865	0.7617528283	0.1660570913	4.5872947811	2.1976436185	6.77E-12	1.57E-08	7	APOBEC3A	0.0207560922	0.0127533605	0.021418837	1.1519149832	0.0116142732	0.0113426134	0.7617528283
